,Lose Yourself,Umbrella,Poker Face,Hey Ya!,Yeah!,In Da Club,I Gotta Feeling,Big Girls Don't Cry,Low (Feat. T-Pain) (Album Version),Beautiful Girls,SexyBack,Crazy In Love,Can't Get You out of My Head,How You Remind Me,Hung Up,Music,Girlfriend,Whenever Wherever,Apologize,Don't Cha,JUST DANCE,Bad Romance,All The Things She Said,So What,Beautiful Day,Crazy,You're Beautiful,Complicated,Beautiful Liar,4 Minutes,Beautiful,No One,Bring Me To Life,Hot N Cold,Right Round,Toxic,Bad Day,Boom Boom Pow,Don't Stop The Music,We Belong Together,Boulevard Of Broken Dreams,Stronger,Lonely,Bye Bye Bye,Promiscuous,Say It Right,Shut Up,A Thousand Miles,The Way I Are,Gold Digger,Fuck It (I Don't Want You Back),Stan,Oops!...I Did It Again,Viva La Vida,Hey There Delilah,Hollaback Girl,I'm Yours,Don't Phunk With My Heart,Ms. Jackson,Single Ladies,Angel,Maria Maria,Hero,Lose My Breath,Take A Bow,Disturbia,Don't Matter,Mercy,Smack That,Let Me Love You,White Flag,How to Save a Life,If I Were A Boy,Love Don't Cost a Thing,Hanging By A Moment,The Real Slim Shady,Just Lose It,Ain't No Other Man,(Everything I Do) I Do It for You,Nothing Compares 2 U,My Heart Will Go On,Gangsta's Paradise,Believe,Vogue,...Baby One More Time,MMMBop,I'll Be Missing You (Instrumental),The Sign,Don't Speak,Streets of Philadelphia,Macarena,Black Or White,I Don't Want To Miss A Thing,The Boy Is Mine,Informer,No Scrubs,I'll Make Love To You,Waterfalls,All That She Wants,Smells Like Teen Spirit,I'd Do Anything For Love (But I Won't Do That),All For Love,One Sweet Day,Fantasy,Kiss From a Rose,Tears In Heaven,I Believe I Can Fly,I've Been Thinking About You,U Can't Touch This,Because You Loved Me,Ice Ice Baby,Barbie Girl,All I Wanna Do,That's the Way Love Goes,It Must Have Been Love,I Want It That Way,You Are Not Alone,Blue (Da Ba Dee),Blaze Of Glory,Always,Boombastic,Genie in a Bottle,Tubthumping,Please Forgive Me,To Be With You,Truly Madly Deeply,Un-Break My Heart,Losing My Religion,Mr. Vain,Missing,Joyride,Jump,Frozen,Cotton Eye Joe,I'm Too Sexy,Kiss Me,Here Comes the Hotstepper,Sadeness - Part I,Under The Bridge,More Than Words,Rhythm Is a Dancer,Vision of Love,Ironic,Wonderwall,Can You Feel The Love Tonight,Dreamlover,Scatman (ski-ba-bop-ba-dop-bop),Mmm Mmm Mmm Mmm,The River Of Dreams,Together Again,Return To Innocence,The Power,Doo Wop,Gonna Make You Sweat (Everybody Dance Now),Flashdance...What a Feeling,Another Brick In The Wall (Part 2),Every Breath You Take,Bette Davis Eyes,Billie Jean,Eye of the Tiger,Careless Whisper,Woman In Love,Like A Prayer,We Are the World,I Just Called To Say I Love You,When Doves Cry,Another Day In Paradise,(Just Like) Starting Over,Karma Chameleon,Upside Down,Don't You Want Me,Funkytown,Beat It,Call Me,Ebony And Ivory,Faith,Take My Breath Away,What's Love Got To Do With It,Take On Me,Physical,Let's Dance,Girls Just Wanna Have Fun,Down Under,Endless Love,With Or Without You,(I've Had) The Time of My Life,Centerfold,Stars On 45: Beatles Medley,I Still Haven't Found What I'm Looking For,Abracadabra,She Drives Me Crazy,Total Eclipse of the Heart,Eternal Flame,Papa Don't Preach,Walk Like an Egyptian,I Want To Know What Love Is,Right Here Waiting,The Look,"Up Where We Belong [De ""Oficial y Cavallero""]",Wake Me Up Before You Go-Go,Nothing's Gonna Stop Us Now,Sweet Child O' Mine,Another One Bites The Dust,Livin' On A Prayer,99 Red Balloons,West End Girls,Swing the Mood,Desire,Sweet Dreams (Are Made Of This),Love Shack,Like A Virgin,All Night Long,Relax,In The Air Tonight,Against All Odds,Woman,Shout,"Say You, Say Me",Crazy Little Thing Called Love,Jump,Batdance,"Get Outta My Dreams, Get Into My Car",Say Say Say,Xanadu,Sledgehammer,Fame,Hello,Ghostbusters,Footloose,Words,Need You Tonight,Hard To Say I'm Sorry,Lambada,Who's That Girl,The Living Years,Celebration,Heaven Is A Place On Earth,The Winner Takes It All,Girl I'm Gonna Miss You,Stayin' Alive,You're The One That I Want,YMCA,Kung Fu Fighting,Dancing Queen,In The Summertime,Waterloo,Night Fever,Rock Your Baby,Venus,Tie a Yellow Ribbon 'Round the Ole Oak Tree,If You Leave Me Now,I Will Survive,Bridge Over Troubled Water,Le Freak,"Aquarius / Let the Sunshine In (The Flesh Failures) ([From the American Tribal Love Rock Musical ""Hair""])",I Beg Your Pardon (I Never Promised You a Rose Garden),Fernando,How Deep Is Your Love,Tragedy,Crocodile Rock,Hot Stuff,You're so Vain,Born to Be Alive,I Feel Love,It's a Heartache,Sos,Pop Muzik,Sugar Baby Love,Too Much Heaven,Kiss You All Over,Ring My Bell,Fox On The Run,Daddy Cool,Don't Stop 'Til You Get Enough,Ma Baker,She's A Lady,Grease,Joy To The World,Three Times A Lady,Una Paloma Blanca,Kiss and Say Goodbye,Love Will Keep Us Together,Lady Marmalade,December 1963 (Oh What A Night),Knock Three Times,Take A Chance On Me,"Money, Money, Money",We Don't Talk Anymore,"Shame, Shame, Shame",SHADOW DANCING,Raindrops Keep Falling on My Head,Goodbye Yellow Brick Road,Beautiful Sunday,Superstition,The Way We Were,(They Long To Be) Close To You,Theme From Shaft,Up Around the Bend,I Was Made For Lovin' You,Mississippi,(I Can't Get No) Satisfaction,"Oh, Pretty Woman",Hey Jude,I Want To Hold Your Hand,A Whiter Shade Of Pale,It's Now or Never,Help!,She Loves You,Let's Twist Again,Unchained Melody,Yesterday,Strangers in the Night,All You Need Is Love,I'm A Believer,The Twist,I Feel Fine,"Hello, Goodbye",Get Back,Sugar Sugar,A Hard Day's Night,(You're The) Devil in Disguise,These Boots Are Made For Walkin',Good Vibrations,Return To Sender,Ticket To Ride,In The Year 2525 (Exordius & Terminus),Penny Lane,Yellow Submarine,Paperback Writer,Good Luck Charm,HONKY TONK WOMEN,Surrender,Cathy's Clown,Wooly Bully,San Francisco (Be Sure to Wear Flowers in Your Hair),Let's Dance,Save The Last Dance For Me,Hey Paula,Hello Mary Lou,Runaway,Can't Buy Me Love,Come Together,The Ballad Of John & Yoko,Wonderful World,Jumpin' Jack Flash,Oh Happy Day,The Letter,Daydream Believer,Puppet On A String,Il silenzio,Delilah,Eloise,Only the Lonely,Light My Fire,Lady Madonna,Get Off Of My Cloud,(Sittin' On) The Dock Of The Bay,The Last Time,Stuck on You,Judy In Disguise,Strawberry Fields Forever,She's Not You,Where Did Our Love Go,Michelle,Rock Around The Clock,Jailhouse Rock,You Belong to Me,"Que Sera, Sera",Mack The Knife,Tom Dooley,The Third Man Theme,Here In My Heart,Vaya Con Dios,Mister Sandman,Mona Lisa,Sh-Boom,Great Balls of Fire,Unforgettable,Tennessee Waltz,Heartbreak Hotel,Secret Love,Volare,Diana,All Shook Up,Don't Be Cruel,The Great Pretender,The Thing,Memories Are Made of This,Music Music Music,Love Is A Many Splendoured Thing,The Song from Moulin Rouge,Hey There,Little Darlin',I Saw Mommy Kissing Santa Claus,The Battle of New Orleans,That's Amore,Venus,When,Mockin' Bird Hill,Tequila,Lonely Boy,Delicado,Johnny B. Goode,Bird Dog,Singing The Blues,All I Have To Do Is Dream,I Need You Now,Wanted,I Believe,Wheel Of Fortune,Living Doll,Three Coins in a Fountain,Mambo Italiano,It's Only Make Believe,This Ole House,Oh Carol,Teddy Bear,Petite Fleur,Because of You,Be My Love,My Prayer,Pretend,Love Me Tender,Tammy,Rags To Riches,Bye Bye Love,It's All in the Game,The Three Bells,Blue Suede Shoes,Long Tall Sally,Cara Mia
Lose Yourself,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Umbrella,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poker Face,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hey Ya!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeah!,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Da Club,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Gotta Feeling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Girls Don't Cry,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Low (Feat. T-Pain) (Album Version),1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful Girls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
